word,length,path_length,path_per_char,duration,avg_curvature
hello,5,2110.963111700415,422.192622340083,0.7875000000000001,0.24467340218582767
world,5,4227.526931511364,845.5053863022728,0.7875000000000001,0.14855592020365915
quick,5,3036.317894535301,607.2635789070603,0.7875000000000001,0.047542338503554396
brown,5,3575.2527410122702,715.050548202454,0.7875000000000001,0.07021318551482728
jumps,5,2483.9541141080035,496.7908228216007,0.7875000000000001,0.07858356456681742
that,4,1859.8467406464736,464.9616851616184,0.6,0.020301862721789053
test,4,1127.566359615051,281.89158990376274,0.6,0.05486432990954396
