sentence timestamp keyb_width keyb_height event x_pos y_pos x_radius y_radius angle word is_err
toll_acre_vote_roads 1581355627114 375 195 touchstart 161 31 25.647583007812 25.647583007812 0 toll 0
toll_acre_vote_roads 1581355627176 375 195 touchmove 166 30 25.647583007812 25.647583007812 0 toll 0
toll_acre_vote_roads 1581355627193 375 195 touchmove 170 30 25.647583007812 25.647583007812 0 toll 0
toll_acre_vote_roads 1581355627210 375 195 touchmove 177 30 25.647583007812 25.647583007812 0 toll 0
toll_acre_vote_roads 1581355627226 375 195 touchmove 186 30 25.647583007812 25.647583007812 0 toll 0
toll_acre_vote_roads 1581355627243 375 195 touchmove 195 30 25.647583007812 25.647583007812 0 toll 0
toll_acre_vote_roads 1581355627259 375 195 touchmove 208 29 25.647583007812 25.647583007812 0 toll 0
toll_acre_vote_roads 1581355627276 375 195 touchmove 219 28 25.647583007812 25.647583007812 0 toll 0
toll_acre_vote_roads 1581355627293 375 195 touchmove 231 27 25.647583007812 25.647583007812 0 toll 0
toll_acre_vote_roads 1581355627309 375 195 touchmove 245 26 25.647583007812 25.647583007812 0 toll 0
toll_acre_vote_roads 1581355627326 375 195 touchmove 258 26 25.647583007812 25.647583007812 0 toll 0
toll_acre_vote_roads 1581355627343 375 195 touchmove 271 26 25.647583007812 25.647583007812 0 toll 0
toll_acre_vote_roads 1581355627359 375 195 touchmove 280 26 25.647583007812 25.647583007812 0 toll 0
toll_acre_vote_roads 1581355627376 375 195 touchmove 290 29 25.647583007812 25.647583007812 0 toll 0
toll_acre_vote_roads 1581355627393 375 195 touchmove 299 37 25.647583007812 25.647583007812 0 toll 0
toll_acre_vote_roads 1581355627410 375 195 touchmove 306 46 25.647583007812 25.647583007812 0 toll 0
toll_acre_vote_roads 1581355627427 375 195 touchmove 313 57 25.647583007812 25.647583007812 0 toll 0
toll_acre_vote_roads 1581355627443 375 195 touchmove 318 72 25.647583007812 25.647583007812 0 toll 0
toll_acre_vote_roads 1581355627459 375 195 touchmove 322 85 25.647583007812 25.647583007812 0 toll 0
toll_acre_vote_roads 1581355627476 375 195 touchmove 324 96 25.647583007812 25.647583007812 0 toll 0
toll_acre_vote_roads 1581355627492 375 195 touchmove 325 104 25.647583007812 25.647583007812 0 toll 0
toll_acre_vote_roads 1581355627510 375 195 touchmove 325 108 25.647583007812 25.647583007812 0 toll 0
toll_acre_vote_roads 1581355627526 375 195 touchmove 326 110 25.647583007812 25.647583007812 0 toll 0
toll_acre_vote_roads 1581355627576 375 195 touchend 326 110 25.647583007812 25.647583007812 0 toll 0
toll_acre_vote_roads 1581355628595 375 195 touchstart 29 83 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355628626 375 195 touchmove 37 86 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355628643 375 195 touchmove 41 86 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355628659 375 195 touchmove 46 90 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355628676 375 195 touchmove 53 94 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355628693 375 195 touchmove 61 99 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355628710 375 195 touchmove 72 105 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355628726 375 195 touchmove 83 112 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355628743 375 195 touchmove 96 117 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355628760 375 195 touchmove 112 123 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355628779 375 195 touchmove 122 127 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355628793 375 195 touchmove 134 133 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355628810 375 195 touchmove 142 138 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355628826 375 195 touchmove 147 140 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355628843 375 195 touchmove 151 141 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355628859 375 195 touchmove 153 142 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355628877 375 195 touchmove 154 142 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355628893 375 195 touchmove 155 142 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355628926 375 195 touchmove 156 142 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355628943 375 195 touchmove 157 140 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355628959 375 195 touchmove 158 137 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355628976 375 195 touchmove 159 130 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355628993 375 195 touchmove 160 122 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355629010 375 195 touchmove 160 114 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355629026 375 195 touchmove 160 102 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355629043 375 195 touchmove 154 88 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355629060 375 195 touchmove 148 77 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355629076 375 195 touchmove 141 66 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355629093 375 195 touchmove 137 58 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355629110 375 195 touchmove 135 52 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355629126 375 195 touchmove 131 45 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355629143 375 195 touchmove 129 41 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355629159 375 195 touchmove 128 38 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355629176 375 195 touchmove 127 37 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355629193 375 195 touchmove 126 37 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355629209 375 195 touchmove 125 37 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355629226 375 195 touchmove 122 37 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355629243 375 195 touchmove 119 37 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355629259 375 195 touchmove 115 38 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355629276 375 195 touchmove 110 39 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355629293 375 195 touchmove 105 41 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355629309 375 195 touchmove 101 42 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355629325 375 195 touchmove 97 43 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355629342 375 195 touchmove 96 43 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355629359 375 195 touchmove 95 44 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355629376 375 195 touchmove 95 45 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355629392 375 195 touchend 95 45 25.647583007812 25.647583007812 0 acre 0
toll_acre_vote_roads 1581355630298 375 195 touchstart 54 22 25.647583007812 25.647583007812 0 vote 1
toll_acre_vote_roads 1581355630342 375 195 touchmove 61 18 25.647583007812 25.647583007812 0 vote 1
toll_acre_vote_roads 1581355630359 375 195 touchmove 65 18 25.647583007812 25.647583007812 0 vote 1
toll_acre_vote_roads 1581355630376 375 195 touchmove 68 17 25.647583007812 25.647583007812 0 vote 1
toll_acre_vote_roads 1581355630392 375 195 touchmove 71 17 25.647583007812 25.647583007812 0 vote 1
toll_acre_vote_roads 1581355630409 375 195 touchmove 73 16 25.647583007812 25.647583007812 0 vote 1
toll_acre_vote_roads 1581355630426 375 195 touchmove 75 16 25.647583007812 25.647583007812 0 vote 1
toll_acre_vote_roads 1581355630443 375 195 touchmove 77 16 25.647583007812 25.647583007812 0 vote 1
toll_acre_vote_roads 1581355630476 375 195 touchmove 78 16 25.647583007812 25.647583007812 0 vote 1
toll_acre_vote_roads 1581355630509 375 195 touchmove 79 16 25.647583007812 25.647583007812 0 vote 1
toll_acre_vote_roads 1581355630542 375 195 touchmove 80 16 25.647583007812 25.647583007812 0 vote 1
toll_acre_vote_roads 1581355630576 375 195 touchmove 81 16 25.647583007812 25.647583007812 0 vote 1
toll_acre_vote_roads 1581355630658 375 195 touchend 81 16 25.647583007812 25.647583007812 0 vote 1
toll_acre_vote_roads 1581355632750 375 195 touchstart 197 139 25.647583007812 25.647583007812 0 vote 0
toll_acre_vote_roads 1581355632843 375 195 touchmove 198 134 25.647583007812 25.647583007812 0 vote 0
toll_acre_vote_roads 1581355632860 375 195 touchmove 203 129 25.647583007812 25.647583007812 0 vote 0
toll_acre_vote_roads 1581355632876 375 195 touchmove 211 122 25.647583007812 25.647583007812 0 vote 0
toll_acre_vote_roads 1581355632893 375 195 touchmove 220 115 25.647583007812 25.647583007812 0 vote 0
toll_acre_vote_roads 1581355632909 375 195 touchmove 230 108 25.647583007812 25.647583007812 0 vote 0
